name,quantity,price,volume,timestamp,UID
Volvic Touch of Fruit Strawberry Still Flavoured Water 750ml,1,1.4,1.0,2023-04-07 09:56:54.284,ID_282
PICK 'N' MIX     MEDIUM CUP       SALE            ,1,3.5,1.0,2023-04-07 09:56:54.284,ID_281
Tesco Finest Buffalo Mozzarella & Tomato Pizza 420G,1,3.53,1.0,2022-06-02 19:03:01.822,ID_31
Tesco Bananas Loose,1,0.78,1.0,2022-06-02 19:03:01.822,ID_202
Tesco Finest Garlic Ciabatta 270G,1,1.97,1.0,2022-06-02 19:03:01.822,ID_677
Lipton Ice Tea Peach Bottle 500ml,1,1.01,1.0,2024-05-09 22:31:48.657,ID_174
Tesco Roast Chicken Mozzarella & Pesto Sandwich,1,1.59,1.0,2024-05-09 22:31:48.657,ID_239
Tesco Fresh Egg Custard Tarts 2 Pack,1,0.95,1.0,2024-05-09 22:31:48.657,ID_1877
Tesco Egg Protein Pot 90G,1,0.8,1.0,2024-05-09 22:31:48.657,ID_74
Tesco Lightly Salted Tortilla Chips 200g,2,1.25,2.0,2024-04-26 21:06:16.010,ID_159
Tesco Fresh Soured Cream 142Ml,1,0.85,1.0,2024-04-26 21:06:16.010,ID_25
Tesco Mature Cheddar 400G,1,3.3,1.0,2024-04-26 21:06:16.010,ID_869
Tesco Egg Custard Tarts 4 Pack,1,1.25,1.0,2024-03-05 19:41:13.423,ID_413
Tesco Bacon & Egg Sandwich,3,0.65,3.0,2024-03-05 19:41:13.423,ID_1902
Tesco Large White Baps 4 pack,1,0.8,1.0,2021-08-14 18:12:54.910,ID_1894
Tesco Small Disposable Charcoal Bbq Tray,2,2.5,2.0,2021-08-14 18:12:54.910,ID_618
Peroni Nastro Azzurro 12X330ml,1,16.5,1.0,2021-08-14 18:12:54.910,ID_619
Tesco Sour Cream & Chive Dip 211G,1,1.35,1.0,2022-05-20 18:00:14.857,ID_1875
Tesco Salad Tomatoes 360G (C),1,0.75,1.0,2022-05-20 18:00:14.857,ID_12
Tesco Sweet & Easy Peel Clementines 600g,1,2.3,1.0,2022-05-20 18:00:14.857,ID_1876
Simon Howie Black Pudding 200G,2,0.52,2.0,2022-05-20 18:00:14.857,ID_446
Tesco Romaine Lettuce Hearts (C),1,1.15,1.0,2022-05-20 18:00:14.857,ID_445
Banana Each (C),6,0.27,6.0,2022-05-20 18:00:14.857,ID_49
Tesco Taramasalata 200G (C),1,0.65,1.0,2022-05-20 18:00:14.857,ID_16
Tesco Sweet Chilli Houmous 182G,1,1.4,1.0,2022-05-20 18:00:14.857,ID_9
Tesco Multiseed Batch Medium Sliced White Loaf 800g,1,1.1,1.0,2022-05-20 18:00:14.857,ID_1882
Tesco Ready To Eat Extra Large Avocados Each,2,1.04,2.0,2022-05-20 18:00:14.857,ID_409
Cucumber Whole Each (C),1,0.65,1.0,2022-05-20 18:00:14.857,ID_45
Tesco Carrot 500G (C),1,0.35,1.0,2022-05-20 18:00:14.857,ID_5
Tesco Closed Cup Mushrooms 300G (C),1,1.1,1.0,2022-05-20 18:00:14.857,ID_15
Tesco Conference Each (C),4,0.5,4.0,2022-05-20 18:00:14.857,ID_40
Tesco 16 Seafood Sticks 250G,1,1.15,1.0,2022-05-20 18:00:14.857,ID_154
Tesco Purple Sprouting Broccoli 200G,1,2.1,1.0,2022-05-20 18:00:14.857,ID_444
Large Pink Lady Apples (C) Loose Class 1,4,0.6,4.0,2022-05-20 18:00:14.857,ID_422
Tesco Plant Chef Saag Aloo Style Wrap,1,1.81,1.0,2025-01-08 15:44:39.930,ID_1903
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.73,1.0,2025-01-08 15:44:39.930,ID_117
Remedy Kombucha Raspberry Lemonade Sugar Free 250Ml,1,1.06,1.0,2025-01-08 15:44:39.930,ID_1904
Tesco Plant Chef All Day Breakfast Sandwich,1,1.05,1.0,2025-01-08 15:44:39.930,ID_465
Tesco Bananas Loose,1,0.73,1.0,2021-09-24 09:05:34.330,ID_202
Nutella Hazelnut Chocolate Spread 200G,1,1.7,1.0,2021-09-24 09:05:34.330,ID_583
Crayola Supertips 12 Pack,1,2.5,1.0,2021-09-24 09:05:34.330,ID_584
Tesco Plain Flour 1.5Kg,1,0.6,1.0,2021-09-24 09:05:34.330,ID_201
Dr.Oetker Madagascan Vanilla Extract 35Ml,1,1.3,1.0,2021-09-24 09:05:34.330,ID_587
Tesco British Strawberries Class 1 400G,1,2.0,1.0,2021-09-24 09:05:34.330,ID_1905
Tesco Blueberries 150G+50% Ex/Free,1,2.0,1.0,2021-09-24 09:05:34.330,ID_1906
Tesco Lemons Each,1,0.3,1.0,2021-09-24 09:05:34.330,ID_192
Tesco Free Range Eggs Medium 6 Pack,1,0.89,1.0,2021-09-24 09:05:34.330,ID_1907
Lyle's Golden Syrup Breakfast 340G,1,1.75,1.0,2021-09-24 09:05:34.330,ID_585
Tesco Raspberries 150G Plus 33% Ef (W),1,2.0,1.0,2021-09-24 09:05:34.330,ID_578
"Tesco British Semi Skimmed Milk 568 Ml, 1 Pint",1,0.5,1.0,2021-09-24 09:05:34.330,ID_579
Tesco Greengages 250G,1,1.0,1.0,2021-09-24 09:05:34.330,ID_582
Grower's Harvest Orange Juice Smooth 1 Litre,1,0.65,1.0,2021-09-24 09:05:34.330,ID_581
Eat Natural Fruit & Nut Bar Dark Chocolate with Cranberries and Macadamias 45g,1,0.86,1.0,2024-01-08 13:21:21.859,ID_60
Yo! Rainbow Salmon Poke 283G,1,3.23,1.0,2024-01-08 13:21:21.859,ID_61
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.91,1.0,2024-01-08 13:21:21.859,ID_21
Tesco Olive Oil 500Ml,1,6.6,1.0,2024-08-02 17:58:18.182,ID_1908
Tesco Halkidiki Olives with Slow Roasted Tomatoes 150g,1,3.0,1.0,2024-08-02 17:58:18.182,ID_1909
Tesco Finest White Sourdough Loaf 400G,1,2.1,1.0,2024-08-02 17:58:18.182,ID_623
Tesco Peppery Babyleaf Rocket Salad 90G (C),1,0.52,1.0,2024-08-02 17:58:18.182,ID_134
Tesco Fresh Egg Custard Tarts 2 Pack,1,0.95,1.0,2024-08-02 17:58:18.182,ID_1877
Lemons Each,1,0.35,1.0,2024-08-02 17:58:18.182,ID_879
Tesco Conference Each (C),3,0.45,3.0,2024-01-02 13:20:29.937,ID_40
Tesco Tomatoes On The Vine 500G,1,1.2,1.0,2024-01-02 13:20:29.937,ID_70
Tesco Garlic Twin Pack (C),1,0.75,1.0,2024-01-02 13:20:29.937,ID_17
Tesco Sweet & Easy Peel Clementines 600g,1,0.94,1.0,2024-01-02 13:20:29.937,ID_1876
Nightingale Farms Peppers 375G,1,1.7,1.0,2024-01-02 13:20:29.937,ID_1910
Tesco Multiseed Batch Medium Sliced White Loaf 800g,1,1.15,1.0,2024-01-02 13:20:29.937,ID_1882
Tesco Perfectly Ripe Gold Kiwi 4 Pack,1,1.42,1.0,2024-01-02 13:20:29.937,ID_66
Banana Each (C),6,0.27,6.0,2024-01-02 13:20:29.937,ID_49
Tesco Aubergine Each 250G (C),1,0.62,1.0,2024-01-02 13:20:29.937,ID_68
Tesco.Reduced Fat Houmous 200G (C),1,1.4,1.0,2024-01-02 13:20:29.937,ID_71
Tesco E/Anglian Little Gem Lettuce 2 Pack,1,0.62,1.0,2024-01-02 13:20:29.937,ID_1911
Tesco Taramasalata 200G (C),1,0.59,1.0,2024-01-02 13:20:29.937,ID_16
Tesco Free Range Eggs Medium 6 Pack,1,0.78,1.0,2022-06-24 13:33:19.645,ID_1907
Tesco Organic Houmous 200G,1,1.0,1.0,2022-06-24 13:33:19.645,ID_415
Walkers Wotsits Cheese Grab Bag Crisps 36g,1,0.54,1.0,2022-06-24 13:33:19.645,ID_331
Ribena Blackcurrant Juice Drink 500ml,1,0.9,1.0,2022-06-24 13:33:19.645,ID_1912
Tesco Plant Chef Meat-Free Balls 12 Pack 336g,1,1.6,1.0,2022-06-24 13:33:19.645,ID_1913
Tesco Finest Lemon Sole Goujons 200G,1,2.87,1.0,2022-06-24 13:33:19.645,ID_417
Tesco Taramasalata Dip 200G,1,1.0,1.0,2022-06-24 13:33:19.645,ID_1914
Tesco Egg Custard Tarts 4 Pack,1,0.95,1.0,2022-06-24 13:33:19.645,ID_413
Tesco Deli Style Cheese & Pickle Sandwich,1,1.56,1.0,2022-06-24 13:33:19.645,ID_241
Southern Comfort Original Liqueur with Whiskey 70cl,1,20.0,1.0,2021-08-14 21:36:37.262,ID_1915
Pepsi Max No Sugar Cola Bottle 2L,1,1.7,1.0,2021-08-14 21:36:37.262,ID_611
Tesco Iceberg Lettuce Each (C),1,0.65,1.0,2021-07-22 19:17:22.234,ID_33
Tesco Finest 2 Belgian Chocolate Truffle Cheesecakes 180G,1,0.75,1.0,2022-06-13 20:50:39.250,ID_423
Tesco Sweet Easy Peelers 600g,1,0.33,1.0,2022-06-13 20:50:39.250,ID_1916
Colgate Premier Clean Medium Toothbrush 2 Pack,1,1.1,1.0,2025-01-26 19:21:21.128,ID_1917
Tesco Fresh Egg Custard Tarts 2 Pack,1,1.1,1.0,2025-01-26 19:21:21.128,ID_1877
Always Ultra Size 3 Night With Wings Sanitary Towels 9 Pack,1,1.75,1.0,2025-01-26 19:21:21.128,ID_1287
Colgate Triple Action Toothpaste 75Ml,1,1.1,1.0,2025-01-26 19:21:21.128,ID_1635
Bright Bouquet,1,8.0,1.0,2025-01-26 19:21:21.128,ID_1888
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.57,1.0,2022-06-01 09:37:22.968,ID_21
Tesco Carrot 500G (C),1,0.35,1.0,2022-06-01 09:37:22.968,ID_5
Tesco Tuna Crunch Sub,1,1.83,1.0,2022-06-01 09:37:22.968,ID_176
Tyrrells Mixed Root Vegetable Crisps 40G,1,0.6,1.0,2022-06-01 09:37:22.968,ID_398
Tesco.Reduced Fat Houmous 200G (C),1,1.4,1.0,2022-06-01 09:37:22.968,ID_71
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.6,1.0,2022-03-25 14:56:43.060,ID_21
Mccoy's Cheddar & Onion Crisps 47.5 G,1,0.85,1.0,2022-03-25 14:56:43.060,ID_464
Tesco Plant Chef All Day Breakfast Sandwich,1,2.05,1.0,2022-03-25 14:56:43.060,ID_465
Tesco Pink Lady Apple & Grape Pot 100G,1,0.35,1.0,2022-03-25 14:56:43.060,ID_173
Tesco Wafer Thin Honey Roast Ham 400G,1,1.62,1.0,2023-10-16 18:45:36.851,ID_139
Tesco Conference Pear Minimum 4 Pack,1,1.85,1.0,2023-10-16 18:45:36.851,ID_11
Tesco Plant Chef Falafel & Houmous 85G,1,0.51,1.0,2023-10-16 18:45:36.851,ID_137
Tesco Party Salad 455G,1,1.72,1.0,2023-10-16 18:45:36.851,ID_135
Tesco Peppery Babyleaf Rocket Salad 90G (C),1,1.5,1.0,2023-10-16 18:45:36.851,ID_134
Tesco Finest Basil Pesto 130G,1,0.98,1.0,2023-10-16 18:45:36.851,ID_138
Pr̩sident French Brie Cheese 200g,1,2.4,1.0,2023-10-16 18:45:36.851,ID_108
Tesco Multiseed Batch Medium Sliced White Loaf 800g,1,1.1,1.0,2023-10-16 18:45:36.851,ID_1882
Tesco Salad Tomatoes 360G (C),1,0.9,1.0,2023-10-16 18:45:36.851,ID_12
Tesco Sweet Chilli Houmous 182G,1,1.25,1.0,2023-10-16 18:45:36.851,ID_9
Tesco Ready to Eat Large Avocado Each,2,1.05,2.0,2023-10-16 18:45:36.851,ID_1918
Tesco Closed Cup Mushrooms 300G (C),1,1.1,1.0,2023-10-16 18:45:36.851,ID_15
Tesco Peppered Smoked Mackerel Fillets,1,12.49,1.0,2023-10-16 18:45:36.851,ID_136
Soreen Malt Loaf 2 Slices 45G,2,0.42,2.0,2023-10-16 18:45:36.851,ID_140
Tesco Taramasalata 200G (C),1,1.25,1.0,2023-10-16 18:45:36.851,ID_16
Kleenex Original Pocket Pack Tissues 6 Pack,1,1.5,1.0,2024-09-14 10:25:02.403,ID_1919
Tesco The Chicken Club Sandwich,1,1.68,1.0,2024-09-14 10:25:02.403,ID_521
Tesco Universal Bag For Life,1,0.3,1.0,2024-09-14 10:25:02.403,ID_99
Rose Bouquet,2,5.0,2.0,2024-09-14 10:25:02.403,ID_1920
Tesco All Butter Pain Au Chocolat Pastry,2,1.1,2.0,2024-09-14 10:25:02.403,ID_1921
Tesco All Butter Pain Au Chocolat Pastry,1,0.57,1.0,2024-09-14 10:25:02.403,ID_1921
Naked Green Machine Apple Banana Smoothie 300Ml,1,1.35,1.0,2024-09-14 10:25:02.403,ID_1494
Tesco All Butter Almond Croissant,1,1.1,1.0,2024-09-14 10:25:02.403,ID_1922
Cinnamon Swirl Pastry,2,1.1,2.0,2024-09-14 10:25:02.403,ID_1898
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.7,1.0,2024-10-17 13:27:44.004,ID_117
San Pellegrino Sparkling Natural Mineral Water 500ml,1,0.85,1.0,2024-10-17 13:27:44.004,ID_21
Tesco Chicken Triple Sandwich,1,2.05,1.0,2024-10-17 13:27:44.004,ID_180
La Vieille Ferme Rose Wine 750Ml,1,7.0,1.0,2024-05-31 18:45:13.466,ID_751
Cobra 660Ml,1,2.9,1.0,2024-05-31 18:45:13.466,ID_595
Tesco Mango Chunks 120G,1,0.82,1.0,2023-12-08 12:59:19.586,ID_87
Ribena Blackcurrant Juice Drink 500ml,1,0.94,1.0,2023-12-08 12:59:19.586,ID_1912
Tesco Chicken Salad Sandwich,1,1.64,1.0,2023-12-08 12:59:19.586,ID_88
Urban Rajah Smashed Onion Bhaji & Chickpea Buroti,1,1.75,1.0,2025-01-07 14:08:37.795,ID_1923
Mccoy's Cheddar & Onion Grab Bag Crisps 45G,1,0.71,1.0,2025-01-07 14:08:37.795,ID_117
Tenzing Natural Energy Drink - Raspberry & Yuzu 330ml,1,1.14,1.0,2025-01-07 14:08:37.795,ID_1924
Tesco Ground Cloves 40G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_383
Growers Harvest Red Kidney Beans In Water 400G,1,0.33,1.0,2023-01-04 19:06:00.289,ID_378
Aleyna Sliced Red Jalapeno Peppers 480G,1,1.15,1.0,2023-01-04 19:06:00.289,ID_366
Tesco Fresh Cut Flat Leaf Parsley 30G,1,0.43,1.0,2023-01-04 19:06:00.289,ID_377
Tesco Tahini 300G,1,2.6,1.0,2023-01-04 19:06:00.289,ID_345
Moryn Sour Gherkins 840G,1,1.65,1.0,2023-01-04 19:06:00.289,ID_361
Tesco Fennel Seeds 36G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_335
Nightingale Farms Baby Plum Tomatoes 250G,1,0.69,1.0,2023-01-04 19:06:00.289,ID_248
Tesco Closed Cup Mushrooms 400G,1,1.25,1.0,2023-01-04 19:06:00.289,ID_231
Dunns River Jamaican Jerk Seasoning 300G,1,2.4,1.0,2023-01-04 19:06:00.289,ID_338
Tesco Deli Wholemeal Rolls 4 Pack,1,0.57,1.0,2023-01-04 19:06:00.289,ID_1925
Linda Mccartney Bbq Pulled Pork Burger 227G,1,1.5,1.0,2023-01-04 19:06:00.289,ID_376
Tesco Easy Cook Brown Rice 1Kg,1,1.95,1.0,2023-01-04 19:06:00.289,ID_251
Tesco Ground Turmeric 45G,1,0.95,1.0,2023-01-04 19:06:00.289,ID_355
Fisherman's Friend Original Lozenges - Menthol & Eucalyptus 3 x 25g,1,2.2,1.0,2023-01-04 19:06:00.289,ID_1926
Grower's Harvest Sweetcorn 907G,1,1.22,1.0,2023-01-04 19:06:00.289,ID_341
Tesco Lincolnshire Cauliflower,1,0.95,1.0,2023-01-04 19:06:00.289,ID_1927
Growers Harvest Tomato Puree 200G,1,0.45,1.0,2023-01-04 19:06:00.289,ID_379
Tesco Baby Spinach 220G,1,1.25,1.0,2023-01-04 19:06:00.289,ID_343
Tesco Bananas Loose,1,0.78,1.0,2023-01-04 19:06:00.289,ID_202
Tesco Finger Chillies 80G,1,1.0,1.0,2023-01-04 19:06:00.289,ID_360
Tesco Red Split Lentils 500G,1,1.35,1.0,2023-01-04 19:06:00.289,ID_350
